nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,biaya_karyawan,jumlah_pelanggan
UD. Halimah Asri,Perdagangan,25.0,24.0,16.04996219578164,15.033690067461153,Tokopedia,584.0,Terdaftar,2023,18.80594315154573,6.371611847231857
UD. Rizki Trisakti,Kesehatan,73.0,59.0,15.963067536297682,17.14789551614347,Bukalapak,506.0,Belum Terdaftar,2004,19.796924771744006,6.2285110035911835
UD. Leni Lintang,Jasa,37.0,1.0,15.637000012192273,16.540296400384,Website Sendiri,941.0,Belum Terdaftar,2014,18.5517090151307,6.848005274576363
UD. Citra Wirawati,Perdagangan,99.0,27.0,15.75518401350008,17.325990115512777,Tokopedia,924.0,Terdaftar,2001,19.750404756229365,6.829793737512425
UD. Clarissa Prawira Vincent,Kesehatan,22.0,47.0,14.466426939604899,15.066564066164617,Bukalapak,725.0,Terdaftar,2004,19.14822935606056,6.587550014824796
UD. Hendra Sundawa,Jasa,13.0,86.0,15.430422460738173,17.327857824499254,Bukalapak,651.0,Terdaftar,2024,19.509242700133978,6.480044561926653
UD. Hesti Bersemi,Jasa,23.0,23.0,15.315670736895386,15.033690067461153,Tokopedia,36.0,Terdaftar,2020,18.742764250367856,3.6109179126442243
UD. Chintya Sukadarma,Jasa,81.0,98.0,15.342497732412316,15.033690067461153,Shopee,293.0,Terdaftar,2022,20.101508654335337,5.683579767338681
UD. Anis Karya,Pendidikan,39.0,71.0,15.794198456036971,17.305220003910286,Shopee,871.0,Terdaftar,2003,19.6146032154551,6.77078942390898
UD. Intan Putra,Perdagangan,24.0,99.0,15.262222460637432,17.340608550628158,Tokopedia,70.0,Terdaftar,2005,19.72630720471483,4.2626798770413155
UD. Yora Anugerah,Kesehatan,83.0,17.0,13.877483916884595,16.3576619280529,Lazada,647.0,Belum Terdaftar,2014,19.519293035953808,6.473890696352274
UD. Gita Jayeng,Pendidikan,24.0,19.0,14.320696106365311,17.169583522330026,Shopee,430.0,Terdaftar,2003,18.675322970077882,6.066108090103747
UD. Raka Wirawati,Pendidikan,16.0,67.0,15.049970471385665,17.21591996258738,Website Sendiri,723.0,Terdaftar,2021,19.332963458445047,6.584791392385716
UD. Wenny Saputranegara,Jasa,3.0,7.0,15.322672082813389,16.530452224939506,Website Sendiri,44.0,Belum Terdaftar,2003,17.216707972959764,3.8066624897703196
UD. Desi Saputrautama,Jasa,84.0,89.0,14.552795669246294,17.283283478384142,Website Sendiri,284.0,Terdaftar,2001,20.067414443056943,5.652489180268651
UD. Pandu Mahkota,Kesehatan,83.0,55.0,15.044219681242518,17.12114182040574,Bukalapak,836.0,Terdaftar,2024,19.841376534205047,6.729824070489475
UD. Nara Surapati Chiko,Jasa,80.0,60.0,15.875995172143028,17.32946801092217,Lazada,318.0,Belum Terdaftar,2014,19.85576527162264,5.765191102784844
UD. Cipta Winata,Pendidikan,98.0,38.0,15.39889110695907,16.999308318647635,Lazada,219.0,Belum Terdaftar,2015,19.826777734819416,5.393627546352362
UD. Indira Malam,Kesehatan,40.0,83.0,14.456434011418363,17.60356005121371,Shopee,494.0,Terdaftar,2013,19.72630720471483,6.20455776256869
UD. Zidan Cahyaningrat Bagas,Jasa,59.0,17.0,15.500236075083407,15.71841821193493,Tokopedia,588.0,Belum Terdaftar,2007,19.24485619130468,6.3784261836515865
UD. Salwa Mega Tono,Jasa,86.0,96.0,15.674930856349125,15.787310094478345,Website Sendiri,667.0,Terdaftar,2019,20.11812953554068,6.504288173536645
UD. Elok Karya,Jasa,84.0,58.0,16.068205687231004,15.611577569728933,Website Sendiri,606.0,Belum Terdaftar,2021,19.869949906581063,6.408528791059498
UD. Anis Atma,Jasa,42.0,17.0,15.840293279802792,17.20018908484287,Tokopedia,983.0,Belum Terdaftar,2021,18.99166029618782,6.891625897052253
UD. Yayan Sudharmo Wira,Pendidikan,53.0,97.0,13.881479929946362,16.998519508070483,Tokopedia,812.0,Terdaftar,2018,19.92475814295086,6.70073110954781
UD. Elen Abadi,Pendidikan,51.0,82.0,14.505646208416083,15.838779684841425,Website Sendiri,881.0,Terdaftar,2020,19.804471977360404,6.782192056006791
UD. Yessi Saputra,Pendidikan,20.0,41.0,14.139300571224073,16.305932056315328,Tokopedia,699.0,Terdaftar,2019,19.024996716270177,6.551080335043404
UD. Vina Warna,Kesehatan,23.0,52.0,14.13477922965579,17.679862899348816,Bukalapak,896.0,Belum Terdaftar,2012,19.23161096461314,6.799055862058796
UD. Bayu Jayabaya,Perdagangan,36.0,32.0,15.051696599564858,15.691341991114866,Shopee,177.0,Terdaftar,2022,19.13363055671045,5.181783550292085
UD. Jihan Wijapranata,Pendidikan,81.0,20.0,15.728632279433718,16.362930476324646,Bukalapak,880.0,Terdaftar,2004,19.529243366773972,6.78105762593618
UD. Eddy Ranggalawe,Perdagangan,43.0,70.0,15.932011343890224,17.667394693579375,Website Sendiri,891.0,Belum Terdaftar,2021,19.641510668294575,6.79346613258001
UD. Haidar Bratadikara,Pendidikan,4.0,13.0,14.351394971172148,16.56279935667522,Shopee,307.0,Belum Terdaftar,2015,17.747336210296442,5.730099782973574
UD. Riko Jayengpati,Perdagangan,60.0,32.0,15.090068006234926,16.983275892787823,Shopee,479.0,Terdaftar,2013,19.435911427304614,6.173786103901937
UD. Halimah Mulyo,Pendidikan,43.0,3.0,14.155461736044916,17.535607995369734,Lazada,114.0,Terdaftar,2004,18.742764250367856,4.74493212836325
UD. Jaya Pelangi,Jasa,90.0,42.0,13.805589506682455,16.46077082381671,Lazada,300.0,Terdaftar,2024,19.796924771744006,5.707110264748875
UD. Qayla Kencana,Pendidikan,5.0,1.0,15.96535277970338,17.61018555059987,Shopee,722.0,Belum Terdaftar,2023,16.705882371415992,6.583409222158765
UD. Prita Dewangga,Perdagangan,77.0,39.0,16.068205687231004,17.613090414101066,Lazada,857.0,Terdaftar,2014,19.667713040612313,6.754604099487962
UD. Galih Naraya,Kesehatan,2.0,49.0,14.420302914058468,17.611638037767676,Bukalapak,604.0,Belum Terdaftar,2018,18.845948485892656,6.405228458030842
UD. Tegar Widuri,Perdagangan,64.0,94.0,15.695289451487064,17.408808442951134,Website Sendiri,588.0,Terdaftar,2003,19.976717881769055,6.3784261836515865
UD. Esa Kusumajati,Perdagangan,30.0,62.0,15.315119988227039,15.522503945820697,Website Sendiri,103.0,Terdaftar,2019,19.435911427304614,4.6443908991413725
UD. Raka Nusa,Kesehatan,54.0,48.0,14.842643672569473,17.139940135818765,Website Sendiri,453.0,Terdaftar,2006,19.53909566318463,6.118097198041348
UD. Lintang Elok,Kesehatan,44.0,93.0,13.805589506682455,17.679862899348816,Tokopedia,673.0,Belum Terdaftar,2022,19.8341037748936,6.513230110912307
UD. Alya Madya,Pendidikan,73.0,63.0,15.900175558598072,17.409548614878148,Bukalapak,383.0,Terdaftar,2023,19.826777734819416,5.950642552587727
UD. Tami Agastya,Pendidikan,54.0,49.0,15.338212110133632,17.499040931219696,Website Sendiri,778.0,Terdaftar,2016,19.548851838098265,6.658011045870748
UD. Qisha Ananta,Perdagangan,59.0,9.0,15.167731973411026,17.59793413331875,Website Sendiri,187.0,Belum Terdaftar,2011,19.13363055671045,5.236441962829949
UD. Thariq Agung,Kesehatan,30.0,84.0,16.068205687231004,16.915965168583444,Website Sendiri,595.0,Terdaftar,2018,19.650321297950857,6.39024066706535
UD. Jaya Sunardi,Kesehatan,80.0,22.0,15.70556091179424,17.575897156796195,Website Sendiri,872.0,Belum Terdaftar,2014,19.53909566318463,6.771935555839602
UD. Olivia Citra,Kesehatan,38.0,36.0,15.466329828445678,17.096959899612923,Lazada,647.0,Terdaftar,2008,19.218187944341057,6.473890696352274
UD. Halimah Maheswara,Perdagangan,47.0,71.0,16.026567689539952,15.671641971956827,Lazada,497.0,Belum Terdaftar,2003,19.68480747392291,6.210600077024653
UD. Tasya Kalbu,Kesehatan,79.0,9.0,14.976739835308361,17.541953944874713,Bukalapak,64.0,Belum Terdaftar,2021,19.39145966489847,4.174387269895637
UD. Intan Mandala,Jasa,26.0,24.0,14.334638224209133,17.080857746374782,Bukalapak,193.0,Belum Terdaftar,2004,18.826145858727198,5.267858159063328
UD. Fikra Anugerah Ghani,Perdagangan,15.0,32.0,14.281321660840668,16.317171402446004,Website Sendiri,113.0,Terdaftar,2002,18.76427045543464,4.736198448394496
UD. Hilmi Tejakencana,Jasa,51.0,16.0,15.057831194593822,15.288516188546035,Website Sendiri,159.0,Belum Terdaftar,2024,19.118815470998474,5.075173815233827
UD. Iqbal Jayaningrat,Kesehatan,3.0,23.0,16.068205687231004,16.28726138145036,Website Sendiri,352.0,Terdaftar,2001,18.17221939747438,5.8664680569332965
UD. Panji Pusaka,Jasa,41.0,48.0,15.991610347668756,17.486834639313006,Tokopedia,287.0,Terdaftar,2014,19.402759220109843,5.662960480135946
UD. Guntur Pamungkas,Pendidikan,90.0,29.0,16.068205687231004,15.112232993960097,Shopee,372.0,Terdaftar,2020,19.693246342545034,5.921578419643816
UD. Pandu Ilir,Perdagangan,53.0,64.0,15.356910071828619,16.719119867142407,Lazada,458.0,Belum Terdaftar,2011,19.676296784279142,6.129050210060545
UD. Erni Mulyo,Jasa,8.0,80.0,14.046301592592659,17.29075842203241,Website Sendiri,462.0,Terdaftar,2014,19.39145966489847,6.137727054086234
UD. Hesti Prawira,Jasa,24.0,27.0,15.290301026648988,17.33126610690586,Tokopedia,803.0,Terdaftar,2016,18.845948485892656,6.6895992691789665
UD. Wulan Langit,Pendidikan,87.0,12.0,16.068205687231004,15.79433724992385,Tokopedia,966.0,Terdaftar,2012,19.509242700133978,6.874198495453294
UD. Echa Paningrat Pardi,Pendidikan,57.0,56.0,15.91453141769491,17.329634252325764,Tokopedia,218.0,Terdaftar,2009,19.641510668294575,5.389071729816501
UD. Silvi Sudharmo,Kesehatan,91.0,59.0,14.500171834873921,17.492997386868403,Lazada,649.0,Terdaftar,2001,19.92475814295086,6.476972362889683
UD. Kanza Sasmita,Pendidikan,17.0,9.0,14.647440941220356,16.762821619277698,Shopee,491.0,Belum Terdaftar,2020,18.17221939747438,6.198478716492308
UD. Iman Putri,Jasa,43.0,64.0,15.35231562509448,17.501135848025072,Website Sendiri,958.0,Terdaftar,2008,19.586951684209556,6.8658910748834385
UD. Gadis Sanjaya,Jasa,89.0,83.0,16.031263748771217,16.674554804819707,Website Sendiri,889.0,Belum Terdaftar,2012,20.06161732538382,6.7912214627261855
UD. Diva Asri,Jasa,73.0,6.0,15.690685502224584,16.418352602171844,Shopee,488.0,Belum Terdaftar,2024,19.283570703318816,6.192362489474872
UD. Lintang Raharja,Perdagangan,48.0,59.0,14.887589257150147,16.981794266393248,Lazada,427.0,Terdaftar,2017,19.586951684209556,6.059123195581797
UD. Teguh Satriya Karla,Jasa,43.0,62.0,14.511354100071962,16.966967643178236,Tokopedia,599.0,Terdaftar,2006,19.56808319996451,6.396929655216146
UD. Khalid Madya,Pendidikan,97.0,95.0,15.909442356942895,16.84399792793185,Website Sendiri,649.0,Terdaftar,2024,20.171618220396276,6.476972362889683
UD. Vera Prajurit,Perdagangan,74.0,84.0,15.984161548685723,16.988411845064142,Tokopedia,917.0,Belum Terdaftar,2023,19.976717881769055,6.822197390620491
UD. Utha Praja Delia,Kesehatan,77.0,25.0,14.57603036478917,16.548448734686076,Shopee,749.0,Terdaftar,2021,19.53909566318463,6.620073206530356
UD. Utami Tirtaatmaja,Pendidikan,37.0,70.0,15.753522742905945,17.354861139393474,Website Sendiri,344.0,Belum Terdaftar,2014,19.586951684209556,5.84354441703136
UD. Hanafi Pagi,Kesehatan,64.0,37.0,15.967213108281744,17.34521305080203,Website Sendiri,780.0,Terdaftar,2022,19.529243366773972,6.660575149839686
UD. Qisya Pelangi,Kesehatan,80.0,53.0,14.497378870556302,17.006441167259474,Website Sendiri,850.0,Terdaftar,2015,19.804471977360404,6.7464121285733745
UD. Jihan Utama,Jasa,80.0,44.0,15.411356719615835,17.27815882391556,Bukalapak,531.0,Terdaftar,2004,19.734404414925592,6.2766434893416445
UD. Qais Winata,Perdagangan,9.0,57.0,15.856746860722303,16.03041743349818,Shopee,846.0,Belum Terdaftar,2011,19.103777593709314,6.741700694652055
UD. Bagir Ratu,Jasa,62.0,40.0,15.8907570627683,17.679862899348816,Shopee,651.0,Belum Terdaftar,2004,19.53909566318463,6.480044561926653
UD. Hanaura Nirmala,Kesehatan,93.0,44.0,15.763887946593645,16.35409587986289,Tokopedia,739.0,Belum Terdaftar,2022,19.8341037748936,6.606650186198215
UD. Dea Jayaningrat,Jasa,45.0,90.0,13.805589506682455,17.605404301563347,Lazada,847.0,Terdaftar,2017,19.81939762753995,6.742880635791903
UD. Bagir Ayodya,Pendidikan,96.0,33.0,15.466329828445678,16.933658099578622,Website Sendiri,246.0,Belum Terdaftar,2011,19.773935253578035,5.5093883366279774
UD. Lukita Hilir,Perdagangan,1.0,75.0,15.266061525487512,17.665865053164016,Website Sendiri,143.0,Belum Terdaftar,2009,19.24485619130468,4.969813299576001
UD. Yumna Lingga,Kesehatan,19.0,75.0,14.0684979194451,16.029225638684842,Website Sendiri,334.0,Belum Terdaftar,2018,19.457417632448486,5.814130531825066
UD. Desi Jayawarsa Viona,Perdagangan,95.0,57.0,15.590958040515332,16.49058353868567,Shopee,439.0,Terdaftar,2011,19.93800336967164,6.0867747269123065
UD. Lukita Asri,Perdagangan,2.0,78.0,14.752144163332211,17.548457613912234,Website Sendiri,357.0,Terdaftar,2007,19.29614948547293,5.8805329864007
UD. Barokah Jagadmaya,Perdagangan,35.0,83.0,14.598551914586126,17.679862899348816,Shopee,92.0,Belum Terdaftar,2000,19.68480747392291,4.532599493153256
UD. Ojan Gita,Pendidikan,4.0,9.0,15.30292455490973,17.679862899348816,Lazada,801.0,Belum Terdaftar,2013,17.479072229734946,6.687108607866515
UD. Naufal Manggala,Jasa,19.0,89.0,15.723126022112627,17.619983830924994,Lazada,174.0,Belum Terdaftar,2009,19.596254076843024,5.1647859739235145
UD. Galih Cerah,Perdagangan,2.0,16.0,16.068205687231004,17.615312165616245,Shopee,739.0,Terdaftar,2001,17.804494623047066,6.606650186198215
UD. Wawan Surapati,Kesehatan,99.0,60.0,15.113425788964713,17.010468251254245,Shopee,665.0,Belum Terdaftar,2024,19.98302705094905,6.501289670540389
UD. Eren Arsana,Pendidikan,69.0,10.0,15.734113081833629,15.033690067461153,Website Sendiri,957.0,Terdaftar,2016,19.283570703318816,6.86484777797086
UD. Yaniar Senja,Kesehatan,99.0,16.0,15.906376714493497,16.202044259122925,Website Sendiri,616.0,Belum Terdaftar,2017,19.659054977894186,6.424869023905388
UD. Dina Trisaktiatma,Perdagangan,87.0,74.0,14.902952355019078,15.485175648538652,Bukalapak,501.0,Belum Terdaftar,2009,19.99552721368724,6.218600119691729
UD. Cici Tunggul,Pendidikan,46.0,14.0,15.52725954122189,15.970670007298787,Shopee,125.0,Terdaftar,2021,19.00846741441004,6.218600119691729
UD. Echa Tejakusuma,Pendidikan,36.0,3.0,16.068205687231004,16.45811074709177,Tokopedia,375.0,Terdaftar,2002,18.57768450130904,5.929589143389895
UD. Oki Buana,Pendidikan,7.0,88.0,15.753918924594979,17.679862899348816,Tokopedia,955.0,Belum Terdaftar,2008,19.467999741741696,6.862757913051401
UD. Gusti Ceria,Perdagangan,79.0,99.0,15.440648576202445,16.96284625555668,Lazada,294.0,Belum Terdaftar,2018,20.09590639879713,5.68697535633982
UD. Pasha Kulon,Kesehatan,0.0,52.0,14.540898378315747,16.97642119658034,Website Sendiri,764.0,Terdaftar,2019,18.86536657162407,6.639875833826536
UD. Koko Galang,Kesehatan,77.0,46.0,15.8463240660808,17.52102281686954,Website Sendiri,64.0,Belum Terdaftar,2008,19.72630720471483,4.174387269895637
UD. Wira Purnama,Jasa,44.0,94.0,15.432451253994481,17.54810800115528,Bukalapak,479.0,Belum Terdaftar,2010,19.841376534205047,6.173786103901937
UD. Yusuf Mulya,Kesehatan,73.0,45.0,15.561538081900796,15.033690067461153,Website Sendiri,320.0,Belum Terdaftar,2010,19.68480747392291,5.771441123130016
UD. Iqra Trisaktiatma Alvino,Perdagangan,9.0,28.0,15.543194332267515,17.679862899348816,Lazada,432.0,Terdaftar,2006,18.525040768285617,6.07073772800249
UD. Gema Baskara,Pendidikan,85.0,30.0,15.466329828445678,15.033690067461153,Shopee,706.0,Belum Terdaftar,2011,19.659054977894186,6.561030665896573
UD. Okta Kencana,Kesehatan,94.0,72.0,15.970138418744146,16.96488276665194,Shopee,28.0,Terdaftar,2020,20.026110636996957,3.367295829986474
UD. Dina Putri Syifa,Pendidikan,67.0,47.0,15.725810405621893,16.56688924171922,Lazada,655.0,Belum Terdaftar,2023,19.650321297950857,6.486160788944089
UD. Oki Mandala,Kesehatan,86.0,64.0,15.667582443414924,17.313325355534293,Shopee,556.0,Belum Terdaftar,2021,19.92475814295086,6.322565239927284
UD. Najwa Damai,Kesehatan,40.0,2.0,15.971643660029118,16.134963780746798,Lazada,639.0,Terdaftar,2003,18.65179247285226,6.461468176353717
UD. Chika Sunardi,Pendidikan,11.0,3.0,15.846706787016116,17.254864336596125,Website Sendiri,521.0,Terdaftar,2004,17.553180200057167,6.257667587882639
UD. Rafa Gunawan,Kesehatan,7.0,18.0,14.912632736970222,16.826134645977334,Shopee,776.0,Terdaftar,2005,18.132998684833918,6.655440350367647
UD. Jihan Jatiwangi,Perdagangan,44.0,40.0,15.043872514206901,16.030681792984083,Lazada,948.0,Belum Terdaftar,2019,19.34493964944395,6.855408798609928
UD. Elva Mahendra,Pendidikan,87.0,21.0,15.715941306219802,17.09732978243987,Bukalapak,250.0,Terdaftar,2000,19.596254076843024,5.5254529391317835
UD. Kamil Agastya,Pendidikan,0.0,71.0,16.014149467993654,15.59517568458768,Shopee,65.0,Belum Terdaftar,2005,19.176802728368536,4.189654742026425
UD. Tiara Hilir Naufal,Perdagangan,25.0,24.0,15.1745578153076,15.960320861973562,Bukalapak,301.0,Belum Terdaftar,2018,18.80594315154573,5.71042701737487
UD. Ismail Jati,Pendidikan,85.0,3.0,15.340880539037439,17.481790557303757,Tokopedia,536.0,Belum Terdaftar,2015,19.39145966489847,6.285998094508865
UD. Elsa Wisnu,Pendidikan,88.0,52.0,13.805589506682455,16.448707606770892,Bukalapak,814.0,Belum Terdaftar,2002,19.85576527162264,6.703188113240863
UD. Karim Surapati,unknown,30.0,50.0,15.35148017053378,17.59029315228358,Lazada,191.0,Terdaftar,2015,19.29614948547293,5.2574953720277815
UD. Qiana Mahkota,Perdagangan,55.0,77.0,15.560079358148275,17.07890637611902,Website Sendiri,628.0,Terdaftar,2022,19.796924771744006,6.444131256700441
UD. Ghani Warna,Perdagangan,97.0,4.0,15.552884764611536,16.85356708907614,Shopee,730.0,Terdaftar,2023,19.529243366773972,6.594413459749778
UD. Bulan Sehat,Perdagangan,36.0,49.0,13.805589506682455,15.241628335190912,Bukalapak,646.0,Terdaftar,2015,19.35677410704427,6.472346294500901
UD. Fauzan Puri,Jasa,74.0,49.0,14.236211016475208,16.912710605278193,Shopee,17.0,Belum Terdaftar,2012,19.72630720471483,2.8903717578961645
UD. Sari Jati,Kesehatan,71.0,92.0,15.127114508115113,17.477363129072252,Lazada,985.0,Belum Terdaftar,2022,20.007873049484136,6.893656354602635
UD. Maudy Maju,Kesehatan,43.0,20.0,14.930036877375866,16.763574957345753,Lazada,334.0,Terdaftar,2016,19.05725757831492,5.814130531825066
UD. Zulfa Jayengprana,Jasa,98.0,78.0,16.068205687231004,17.679862899348816,Tokopedia,969.0,Terdaftar,2007,20.084606843564476,6.877296071497429
UD. Gadis Adiwangsa,Pendidikan,88.0,22.0,15.635432871719358,17.508681341140342,Website Sendiri,700.0,Belum Terdaftar,2001,19.6146032154551,6.55250788703459
UD. Tomi Suryaputra,Kesehatan,94.0,80.0,14.99006454125084,16.88723766528561,Tokopedia,673.0,Terdaftar,2006,20.073178147762622,6.513230110912307
UD. Anang Wetan,Kesehatan,48.0,2.0,13.805589506682455,16.63351309615744,Lazada,483.0,Terdaftar,2018,18.826145858727198,6.182084906716632
UD. Desta Surya,Perdagangan,86.0,96.0,16.01980078139567,15.033690067461153,Tokopedia,604.0,Belum Terdaftar,2021,20.11812953554068,6.405228458030842
UD. Via Cinta,Kesehatan,39.0,49.0,15.7730383882311,15.033690067461153,Bukalapak,76.0,Belum Terdaftar,2003,19.39145966489847,4.343805421853684
UD. Rafa Manggala,Jasa,67.0,53.0,16.064410551114797,17.679862899348816,Bukalapak,529.0,Belum Terdaftar,2012,19.701614592192207,6.272877006546167
UD. Naufal Makmur Yaniar,Jasa,99.0,90.0,14.258872426263574,15.761838619681924,Shopee,35.0,Terdaftar,2005,20.155869863455695,3.58351893845611
UD. Fira Tirta Naila,Perdagangan,70.0,15.0,13.805589506682455,15.852600680942386,Tokopedia,567.0,Terdaftar,2021,19.35677410704427,6.342121418721152
UD. Niken Surapati,Jasa,9.0,5.0,15.347885120028835,17.64029035589581,Tokopedia,497.0,Belum Terdaftar,2012,17.553180200057167,6.210600077024653
UD. Aldo Lintang,Pendidikan,69.0,40.0,15.133010420777095,17.058563857884238,Lazada,744.0,Belum Terdaftar,2018,19.60547073191963,6.61338421837956
UD. Ulil Wijapranata,Perdagangan,94.0,53.0,15.713336543572986,17.62877032664319,Tokopedia,742.0,Belum Terdaftar,2000,19.904555435678695,6.610696044717759
UD. Qila Anindita,Perdagangan,3.0,9.0,15.739199783715573,16.652362040666898,Shopee,360.0,Terdaftar,2009,17.399029524198163,5.8888779583328805
UD. Oniel Prajurit Juni,Pendidikan,20.0,28.0,15.25073959662056,17.436264237768107,Lazada,92.0,Terdaftar,2018,18.78532386448472,4.532599493153256
UD. Owen Purnama,Pendidikan,41.0,58.0,15.548547096015485,15.089190938315017,Shopee,184.0,Terdaftar,2019,19.509242700133978,5.220355825078324
UD. Alif Brata,Pendidikan,83.0,80.0,13.805589506682455,17.357486611333915,Bukalapak,157.0,Belum Terdaftar,2004,20.007873049484136,5.062595033026967
UD. Priska Wijaya,Pendidikan,80.0,45.0,15.82208095845338,17.47683475415065,Lazada,54.0,Belum Terdaftar,2002,19.74243658660135,4.007333185232471
UD. Icha Gunawan,Kesehatan,5.0,77.0,13.805589506682455,16.962388687093767,Website Sendiri,991.0,Belum Terdaftar,2015,19.320842097961677,6.899723107284872
